geoid,Type_1.19
36081019800,LI - Ongoing Displacement of Low-Income Households
36081019900,LI - At Risk of Gentrification
36081020200,MHI - Advanced Gentrification
36081020400,LI - Ongoing Displacement of Low-Income Households
36081020500,MHI - Stable or Early Stage of Exclusion
36081020600,MHI - Ongoing Exclusion
36081020800,MHI - Advanced Gentrification
36081021200,LI - Ongoing Displacement of Low-Income Households
36081021400,LI - At Risk of Gentrification
36081021600,MHI - Stable or Early Stage of Exclusion
36081021900,Missing Data
36081022001,MHI - Ongoing Exclusion
36081022002,MHI - Stable or Early Stage of Exclusion
36081022900,Missing Data
36081023000,MHI - Advanced Gentrification
36081023200,MHI - Stable or Early Stage of Exclusion
36081023500,LI - Not Losing Low-Income Households
36081023600,MHI - Stable or Early Stage of Exclusion
36081023800,LI - Not Losing Low-Income Households
36081024000,LI - Ongoing Gentrification
36081024300,MHI - Ongoing Exclusion
36081024500,MHI - Advanced Gentrification
36081024600,Missing Data
36081024700,MHI - Ongoing Exclusion
36081024900,MHI - Ongoing Exclusion
36081025100,LI - At Risk of Gentrification
36081025301,MHI - Stable or Early Stage of Exclusion
36081025302,MHI - Stable or Early Stage of Exclusion
36081025400,LI - At Risk of Gentrification
36081025500,MHI - Advanced Exclusion
36081025700,MHI - Ongoing Exclusion
36081025800,MHI - Advanced Gentrification
36081025900,LI - At Risk of Gentrification
36081026000,LI - Not Losing Low-Income Households
36081026100,LI - Not Losing Low-Income Households
36081026200,Missing Data
36081026300,LI - Ongoing Displacement of Low-Income Households
36081026400,LI - Not Losing Low-Income Households
36081026500,LI - Ongoing Displacement of Low-Income Households
36081026600,LI - Ongoing Displacement of Low-Income Households
36081026700,LI - Not Losing Low-Income Households
36081026901,LI - Ongoing Displacement of Low-Income Households
36081026902,LI - At Risk of Gentrification
36081027000,LI - Ongoing Gentrification
36081027100,LI - Ongoing Displacement of Low-Income Households
36081027200,MHI - Advanced Gentrification
36081027300,LI - At Risk of Gentrification
36081027400,Missing Data
36081027500,LI - Ongoing Displacement of Low-Income Households
36081027600,LI - Not Losing Low-Income Households
36081027700,LI - At Risk of Gentrification
36081027800,LI - At Risk of Gentrification
36081027900,LI - At Risk of Gentrification
36081028000,MHI - Advanced Exclusion
36081028100,LI - At Risk of Gentrification
36081028200,MHI - Advanced Gentrification
36081028300,MHI - Ongoing Exclusion
36081028400,MHI - Advanced Gentrification
36081028500,MHI - Advanced Exclusion
36081028700,MHI - Ongoing Exclusion
36081028800,MHI - Stable or Early Stage of Exclusion
36081028900,MHI - Ongoing Exclusion
36081029100,LI - Not Losing Low-Income Households
36081029300,MHI - Stable or Early Stage of Exclusion
36081029400,MHI - Stable or Early Stage of Exclusion
36081029500,MHI - Stable or Early Stage of Exclusion
36081029700,MHI - Stable or Early Stage of Exclusion
36081029900,Missing Data
36081030600,MHI - Stable or Early Stage of Exclusion
36081030902,LI - Not Losing Low-Income Households
36081030903,MHI - Stable or Early Stage of Exclusion
36081030904,LI - Not Losing Low-Income Households
36081031700,MHI - Stable or Early Stage of Exclusion
36081032000,MHI - Stable or Early Stage of Exclusion
36081032700,MHI - Stable or Early Stage of Exclusion
36081032800,MHI - Stable or Early Stage of Exclusion
36081032900,LI - Not Losing Low-Income Households
36081033000,MHI - Advanced Gentrification
36081033100,Missing Data
36081033401,MHI - Advanced Gentrification
36081033402,LI - At Risk of Gentrification
36081033700,MHI - Ongoing Exclusion
36081033900,MHI - Ongoing Exclusion
36081034700,LI - Not Losing Low-Income Households
36081035100,MHI - Stable or Early Stage of Exclusion
36081035200,MHI - Stable or Early Stage of Exclusion
36081035300,LI - Ongoing Displacement of Low-Income Households
36081035700,LI - Not Losing Low-Income Households
36081035800,MHI - Stable or Early Stage of Exclusion
36081036100,LI - Not Losing Low-Income Households
36081036300,MHI - Stable or Early Stage of Exclusion
36081036500,LI - Not Losing Low-Income Households
36081036600,MHI - Ongoing Exclusion
36081036700,MHI - Ongoing Exclusion
36081036800,MHI - Ongoing Exclusion
36081037100,LI - Not Losing Low-Income Households
36081037300,LI - Not Losing Low-Income Households
36081037500,LI - Ongoing Displacement of Low-Income Households
36081037600,MHI - Advanced Gentrification
36081037700,LI - Ongoing Displacement of Low-Income Households
36081037900,LI - Not Losing Low-Income Households
36081038100,LI - Not Losing Low-Income Households
36081038301,Missing Data
36081038302,Missing Data
36081038400,MHI - Stable or Early Stage of Exclusion
36081039400,MHI - Stable or Early Stage of Exclusion
36081039800,MHI - Stable or Early Stage of Exclusion
36081039900,LI - Ongoing Displacement of Low-Income Households
36081040000,MHI - Stable or Early Stage of Exclusion
36081040100,LI - Not Losing Low-Income Households
36081040200,MHI - Advanced Gentrification
36081040300,LI - Not Losing Low-Income Households
36081040400,MHI - Stable or Early Stage of Exclusion
36081040500,LI - Ongoing Gentrification
36081040700,LI - Not Losing Low-Income Households
36081040900,LI - Not Losing Low-Income Households
36081041100,LI - Not Losing Low-Income Households
36081041300,LI - Not Losing Low-Income Households
36081041400,LI - Not Losing Low-Income Households
36081041500,LI - Not Losing Low-Income Households
36081042400,MHI - Stable or Early Stage of Exclusion
36081042600,MHI - Stable or Early Stage of Exclusion
36081042700,LI - Not Losing Low-Income Households
36081043200,MHI - Ongoing Exclusion
36081043400,MHI - Stable or Early Stage of Exclusion
36081043701,MHI - Stable or Early Stage of Exclusion
36081043702,LI - At Risk of Gentrification
36081043900,LI - Not Losing Low-Income Households
36081044000,MHI - Advanced Gentrification
36081044301,LI - Not Losing Low-Income Households
36081044302,LI - Ongoing Displacement of Low-Income Households
36081044400,LI - Ongoing Gentrification
36081044601,LI - At Risk of Gentrification
36081044602,LI - Not Losing Low-Income Households
36081044800,MHI - Advanced Gentrification
36081045000,MHI - Stable or Early Stage of Exclusion
36081045200,LI - Ongoing Displacement of Low-Income Households
36081045400,MHI - Stable or Early Stage of Exclusion
36081045500,LI - At Risk of Gentrification
36081045600,MHI - Ongoing Exclusion
36081045700,LI - Ongoing Displacement of Low-Income Households
36081045800,MHI - Advanced Gentrification
36081045900,MHI - Ongoing Exclusion
36081046000,LI - Not Losing Low-Income Households
36081046100,LI - Ongoing Displacement of Low-Income Households
36081046200,LI - Not Losing Low-Income Households
36081046300,LI - Not Losing Low-Income Households
36081046400,MHI - Stable or Early Stage of Exclusion
36081046500,LI - Not Losing Low-Income Households
36081046600,MHI - Stable or Early Stage of Exclusion
36081046700,LI - At Risk of Gentrification
36081046800,LI - Ongoing Displacement of Low-Income Households
36081046900,LI - At Risk of Gentrification
36081047000,MHI - Stable or Early Stage of Exclusion
36081047100,LI - Ongoing Displacement of Low-Income Households
36081047200,MHI - Stable or Early Stage of Exclusion
36081047300,LI - Not Losing Low-Income Households
36081047500,LI - Not Losing Low-Income Households
36081047600,MHI - Stable or Early Stage of Exclusion
36081047800,MHI - Ongoing Exclusion
36081047900,LI - Not Losing Low-Income Households
36081048000,MHI - Stable or Early Stage of Exclusion
36081048100,LI - Not Losing Low-Income Households
36081048200,MHI - Stable or Early Stage of Exclusion
36081048300,LI - Ongoing Displacement of Low-Income Households
36081048400,MHI - Stable or Early Stage of Exclusion
36081048500,MHI - Stable or Early Stage of Exclusion
36081048900,MHI - Stable or Early Stage of Exclusion
36081049200,MHI - Ongoing Exclusion
36081049301,LI - Not Losing Low-Income Households
36081049302,MHI - Stable or Early Stage of Exclusion
36081049500,MHI - Ongoing Exclusion
36081049600,MHI - Stable or Early Stage of Exclusion
36081049700,MHI - Stable or Early Stage of Exclusion
36081049900,LI - Not Losing Low-Income Households
36081050000,LI - Not Losing Low-Income Households
36081050201,MHI - Ongoing Exclusion
36081050202,MHI - Stable or Early Stage of Exclusion
36081050400,LI - Not Losing Low-Income Households
36081050500,MHI - Stable or Early Stage of Exclusion
36081050600,MHI - Advanced Gentrification
36081050700,MHI - Stable or Early Stage of Exclusion
36081050800,MHI - Ongoing Exclusion
36081051000,MHI - Advanced Gentrification
36081051100,MHI - Advanced Exclusion
36081051200,MHI - Stable or Early Stage of Exclusion
36081051300,MHI - Stable or Early Stage of Exclusion
36081051500,MHI - Ongoing Exclusion
36081051600,MHI - Stable or Early Stage of Exclusion
36081051700,MHI - Ongoing Exclusion
36081051800,Missing Data
36081052000,MHI - Advanced Gentrification
36081052100,MHI - Stable or Early Stage of Exclusion
36081052200,Missing Data
36081052400,MHI - Ongoing Exclusion
36081052500,MHI - Ongoing Exclusion
36081052600,MHI - Ongoing Exclusion
36081052800,MHI - Stable or Early Stage of Exclusion
36081053000,MHI - Stable or Early Stage of Exclusion
36081053100,MHI - Stable or Early Stage of Exclusion
36081053200,MHI - Advanced Gentrification
36081053401,MHI - Stable or Early Stage of Exclusion
36081053500,MHI - Advanced Gentrification
36081053601,MHI - Stable or Early Stage of Exclusion
36081053800,MHI - Stable or Early Stage of Exclusion
36081053900,LI - Ongoing Displacement of Low-Income Households
36081054000,LI - Not Losing Low-Income Households
36081054200,MHI - Ongoing Exclusion
36081054500,LI - Ongoing Displacement of Low-Income Households
36081054700,LI - Ongoing Displacement of Low-Income Households
36081054800,MHI - Stable or Early Stage of Exclusion
36081054900,LI - Ongoing Displacement of Low-Income Households
36081055100,MHI - Stable or Early Stage of Exclusion
36081055200,LI - Not Losing Low-Income Households
36081055300,LI - Ongoing Gentrification
36081055400,MHI - Stable or Early Stage of Exclusion
36081055500,LI - Ongoing Displacement of Low-Income Households
36081055600,MHI - Ongoing Exclusion
36081055700,LI - Ongoing Displacement of Low-Income Households
36081055800,MHI - Stable or Early Stage of Exclusion
36081055900,MHI - Advanced Gentrification
36081056000,MHI - Ongoing Exclusion
36081056100,Missing Data
36081056200,MHI - Stable or Early Stage of Exclusion
36081056400,LI - Not Losing Low-Income Households
36081056500,MHI - Ongoing Exclusion
36081056600,LI - Not Losing Low-Income Households
36081056700,MHI - Advanced Exclusion
36081056800,MHI - Stable or Early Stage of Exclusion
36081057700,MHI - Stable or Early Stage of Exclusion
36081057900,LI - Ongoing Displacement of Low-Income Households
36081058000,MHI - Stable or Early Stage of Exclusion
36081058100,LI - Ongoing Displacement of Low-Income Households
36081058200,MHI - Ongoing Exclusion
36081058300,MHI - Ongoing Exclusion
36081058500,MHI - Stable or Early Stage of Exclusion
36081058700,LI - Ongoing Gentrification
36081058900,LI - Ongoing Displacement of Low-Income Households
36081059000,MHI - Stable or Early Stage of Exclusion
36081059100,MHI - Ongoing Exclusion
36081059200,Missing Data
36081059300,MHI - Ongoing Exclusion
36081059400,MHI - Stable or Early Stage of Exclusion
36081059500,MHI - Ongoing Exclusion
36081059600,MHI - Stable or Early Stage of Exclusion
36081059800,MHI - Stable or Early Stage of Exclusion
36081059900,LI - Not Losing Low-Income Households
36081060000,MHI - Stable or Early Stage of Exclusion
36081060100,MHI - Stable or Early Stage of Exclusion
36081060300,MHI - Ongoing Exclusion
36081060600,MHI - Advanced Gentrification
36081060701,Missing Data
36081060800,MHI - Stable or Early Stage of Exclusion
36081061000,Missing Data
36081061200,MHI - Advanced Gentrification
36081061301,MHI - Stable or Early Stage of Exclusion
36081061302,Missing Data
36081061400,Missing Data
36081061601,MHI - Stable or Early Stage of Exclusion
36081061602,MHI - Stable or Early Stage of Exclusion
36081061800,MHI - Stable or Early Stage of Exclusion
36081061900,MHI - Ongoing Exclusion
36081062000,MHI - Advanced Gentrification
36081062100,MHI - Ongoing Exclusion
36081062200,MHI - Stable or Early Stage of Exclusion
36081062300,MHI - Stable or Early Stage of Exclusion
36081062400,Missing Data
36081062500,MHI - Advanced Exclusion
36081062600,MHI - Stable or Early Stage of Exclusion
36081062700,MHI - Ongoing Exclusion
36081062900,MHI - Stable or Early Stage of Exclusion
36081063000,MHI - Stable or Early Stage of Exclusion
36081063200,MHI - Stable or Early Stage of Exclusion
36081063301,MHI - Ongoing Exclusion
36081063302,MHI - Stable or Early Stage of Exclusion
36081063500,LI - Not Losing Low-Income Households
36081063700,MHI - Ongoing Exclusion
36081063800,MHI - Stable or Early Stage of Exclusion
36081063900,MHI - Ongoing Exclusion
36081064101,MHI - Stable or Early Stage of Exclusion
36081064102,Missing Data
36081064500,MHI - Stable or Early Stage of Exclusion
36081064600,MHI - Stable or Early Stage of Exclusion
36081065000,MHI - Stable or Early Stage of Exclusion
36081065400,MHI - Advanced Gentrification
36081065501,Missing Data
36081065600,MHI - Stable or Early Stage of Exclusion
36081065702,MHI - Stable or Early Stage of Exclusion
36081065703,MHI - Ongoing Exclusion
36081065900,MHI - Ongoing Exclusion
36081066000,MHI - Advanced Gentrification
36081066100,MHI - Stable or Early Stage of Exclusion
36081066300,MHI - Stable or Early Stage of Exclusion
36081066400,MHI - Stable or Early Stage of Exclusion
36081066501,MHI - Ongoing Exclusion
36081066701,LI - Not Losing Low-Income Households
36081066900,MHI - Stable or Early Stage of Exclusion
36081067100,MHI - Stable or Early Stage of Exclusion
36081067700,MHI - Stable or Early Stage of Exclusion
36081067900,LI - Not Losing Low-Income Households
36081068000,MHI - Stable or Early Stage of Exclusion
36081068200,MHI - Stable or Early Stage of Exclusion
36081068300,MHI - Ongoing Exclusion
36081068700,MHI - Ongoing Exclusion
36081069000,MHI - Advanced Gentrification
36081069300,LI - At Risk of Gentrification
36081069400,MHI - Advanced Gentrification
36081069500,LI - Not Losing Low-Income Households
36081069701,MHI - Stable or Early Stage of Exclusion
36081069702,MHI - Stable or Early Stage of Exclusion
36081070300,LI - Ongoing Displacement of Low-Income Households
36081070700,MHI - Ongoing Exclusion
36081070900,MHI - Stable or Early Stage of Exclusion
36081071100,MHI - Stable or Early Stage of Exclusion
36081071303,MHI - Stable or Early Stage of Exclusion
36081071304,LI - Not Losing Low-Income Households
36081071305,MHI - Stable or Early Stage of Exclusion
36081071306,MHI - Stable or Early Stage of Exclusion
36081071600,Missing Data
36081071701,MHI - Stable or Early Stage of Exclusion
36081071702,LI - At Risk of Gentrification
36081071900,LI - Not Losing Low-Income Households
36081072100,LI - Ongoing Displacement of Low-Income Households
36081072300,MHI - Stable or Early Stage of Exclusion
36081072900,MHI - Ongoing Exclusion
36081073100,MHI - Stable or Early Stage of Exclusion
36081073700,MHI - Stable or Early Stage of Exclusion
36081073900,MHI - Stable or Early Stage of Exclusion
36081074100,MHI - Stable or Early Stage of Exclusion
36081074300,MHI - Ongoing Exclusion
36081074500,LI - Ongoing Displacement of Low-Income Households
36081074700,MHI - Stable or Early Stage of Exclusion
36081074900,VHI - Super Gentrification or Exclusion
36081075701,MHI - Stable or Early Stage of Exclusion
36081075702,MHI - Stable or Early Stage of Exclusion
36081076901,MHI - Advanced Exclusion
36081076902,MHI - Advanced Exclusion
36081077300,MHI - Stable or Early Stage of Exclusion
36081077500,MHI - Ongoing Exclusion
36081077902,MHI - Ongoing Exclusion
36081077903,MHI - Stable or Early Stage of Exclusion
36081077904,MHI - Stable or Early Stage of Exclusion
36081077905,MHI - Stable or Early Stage of Exclusion
36081077906,MHI - Stable or Early Stage of Exclusion
36081077907,LI - Not Losing Low-Income Households
36081077908,LI - Not Losing Low-Income Households
36081078800,MHI - Advanced Exclusion
36081079000,LI - Ongoing Gentrification
36081079200,MHI - Advanced Gentrification
36081079300,Missing Data
36081079701,LI - Not Losing Low-Income Households
36081079702,LI - Not Losing Low-Income Households
36081079900,LI - Not Losing Low-Income Households
36081080301,LI - Ongoing Displacement of Low-Income Households
36081080302,MHI - Stable or Early Stage of Exclusion
36081080900,MHI - Stable or Early Stage of Exclusion
36081081400,MHI - Advanced Gentrification
36081081800,MHI - Stable or Early Stage of Exclusion
36081083700,LI - Not Losing Low-Income Households
36081083800,MHI - Stable or Early Stage of Exclusion
36081084000,LI - Not Losing Low-Income Households
36081084500,LI - At Risk of Gentrification
36081084601,MHI - Stable or Early Stage of Exclusion
36081084602,MHI - Advanced Gentrification
36081084900,LI - Not Losing Low-Income Households
36081085300,LI - Ongoing Displacement of Low-Income Households
36081085500,LI - At Risk of Gentrification
36081085700,LI - At Risk of Gentrification
36081085900,LI - At Risk of Gentrification
36081086100,LI - At Risk of Gentrification
36081086300,LI - Not Losing Low-Income Households
36081086400,MHI - Stable or Early Stage of Exclusion
36081086500,LI - Not Losing Low-Income Households
36081086900,LI - Ongoing Gentrification
36081087100,LI - At Risk of Gentrification
36081088400,MHI - Stable or Early Stage of Exclusion
36081088901,LI - Ongoing Gentrification
36081089200,MHI - Advanced Gentrification
36081090700,LI - Not Losing Low-Income Households
36081091601,MHI - Advanced Gentrification
36081091602,Missing Data
36081091800,Missing Data
36081091900,LI - Not Losing Low-Income Households
36081092200,MHI - Ongoing Exclusion
36081092500,LI - Not Losing Low-Income Households
36081092800,MHI - Advanced Exclusion
36081092900,LI - Not Losing Low-Income Households
36081093401,MHI - Stable or Early Stage of Exclusion
36081093402,MHI - Stable or Early Stage of Exclusion
36081093800,MHI - Stable or Early Stage of Exclusion
36081093900,MHI - Stable or Early Stage of Exclusion
36081094201,LI - Not Losing Low-Income Households
36081094202,LI - Ongoing Gentrification
36081094203,LI - Ongoing Gentrification
36081094500,MHI - Stable or Early Stage of Exclusion
36081094700,MHI - Stable or Early Stage of Exclusion
36081095400,MHI - Ongoing Exclusion
36081096400,MHI - Stable or Early Stage of Exclusion
36081097202,LI - Ongoing Displacement of Low-Income Households
36081097203,LI - At Risk of Gentrification
36081097204,LI - Ongoing Displacement of Low-Income Households
36081097300,MHI - Stable or Early Stage of Exclusion
36081098100,MHI - Stable or Early Stage of Exclusion
36081098700,MHI - Stable or Early Stage of Exclusion
36081099100,MHI - Ongoing Exclusion
36081099200,LI - At Risk of Gentrification
36081099701,MHI - Stable or Early Stage of Exclusion
36081099703,MHI - Stable or Early Stage of Exclusion
36081099704,MHI - Stable or Early Stage of Exclusion
36081099705,MHI - Stable or Early Stage of Exclusion
36081099801,MHI - Advanced Gentrification
36081099802,LI - Ongoing Gentrification
36081099900,Missing Data
36081100801,MHI - Stable or Early Stage of Exclusion
36081100802,MHI - Stable or Early Stage of Exclusion
36081101001,LI - Ongoing Gentrification
36081101002,LI - Ongoing Displacement of Low-Income Households
36081101700,MHI - Ongoing Exclusion
36081102900,MHI - Stable or Early Stage of Exclusion
36081103201,LI - At Risk of Gentrification
36081103202,MHI - Ongoing Exclusion
36081103300,MHI - Ongoing Exclusion
36081103900,MHI - Ongoing Exclusion
36081104700,LI - Not Losing Low-Income Households
36081105900,MHI - Ongoing Exclusion
36081107201,MHI - Advanced Exclusion
36081107202,Missing Data
36081108500,MHI - Stable or Early Stage of Exclusion
36081109300,MHI - Stable or Early Stage of Exclusion
36081109700,MHI - Stable or Early Stage of Exclusion
36081109900,MHI - Ongoing Exclusion
36081111300,MHI - Stable or Early Stage of Exclusion
36081112300,MHI - Stable or Early Stage of Exclusion
36081112900,MHI - Stable or Early Stage of Exclusion
36081113300,MHI - Ongoing Exclusion
36081113900,MHI - Stable or Early Stage of Exclusion
36081114100,MHI - Advanced Gentrification
36081114700,MHI - Stable or Early Stage of Exclusion
36081115100,MHI - Stable or Early Stage of Exclusion
36081115500,LI - Not Losing Low-Income Households
36081115700,LI - Not Losing Low-Income Households
36081115900,MHI - Stable or Early Stage of Exclusion
36081116100,LI - At Risk of Gentrification
36081116300,LI - Not Losing Low-Income Households
36081116700,LI - Not Losing Low-Income Households
36081117100,LI - Ongoing Displacement of Low-Income Households
36081117500,MHI - Stable or Early Stage of Exclusion
36081118100,MHI - Advanced Exclusion
36081118500,LI - Not Losing Low-Income Households
36081118700,LI - Not Losing Low-Income Households
36081118900,MHI - Ongoing Exclusion
36081119100,LI - Not Losing Low-Income Households
36081119300,LI - Ongoing Displacement of Low-Income Households
36081119500,MHI - Stable or Early Stage of Exclusion
36081119900,MHI - Stable or Early Stage of Exclusion
36081120100,LI - Not Losing Low-Income Households
36081120300,MHI - Ongoing Exclusion
36081120500,LI - At Risk of Gentrification
36081120700,MHI - Ongoing Exclusion
36081121100,Missing Data
36081121500,MHI - Ongoing Exclusion
36081122300,MHI - Stable or Early Stage of Exclusion
36081122701,MHI - Stable or Early Stage of Exclusion
36081122702,LI - At Risk of Gentrification
36081124100,MHI - Stable or Early Stage of Exclusion
36081124700,MHI - Stable or Early Stage of Exclusion
36081125700,MHI - Ongoing Exclusion
36081126500,LI - At Risk of Gentrification
36081126700,MHI - Stable or Early Stage of Exclusion
36081127700,MHI - Stable or Early Stage of Exclusion
36081128300,Missing Data
36081129102,MHI - Advanced Gentrification
36081129103,MHI - Stable or Early Stage of Exclusion
36081129104,MHI - Stable or Early Stage of Exclusion
36081130100,MHI - Stable or Early Stage of Exclusion
36081133300,MHI - Stable or Early Stage of Exclusion
36081133900,MHI - Advanced Gentrification
36081134100,MHI - Stable or Early Stage of Exclusion
36081134700,MHI - Stable or Early Stage of Exclusion
36081136700,MHI - Stable or Early Stage of Exclusion
36081137700,MHI - Stable or Early Stage of Exclusion
36081138501,MHI - Stable or Early Stage of Exclusion
36081138502,Missing Data
36081139900,MHI - Stable or Early Stage of Exclusion
36081140300,MHI - Stable or Early Stage of Exclusion
36081140901,MHI - Stable or Early Stage of Exclusion
36081140902,MHI - Advanced Gentrification
36081141700,MHI - Stable or Early Stage of Exclusion
36081142900,MHI - Advanced Exclusion
36081143500,MHI - Stable or Early Stage of Exclusion
36081144100,MHI - Ongoing Exclusion
36081144700,MHI - Ongoing Exclusion
36081145101,MHI - Stable or Early Stage of Exclusion
36081145102,MHI - Ongoing Exclusion
36081145900,MHI - Stable or Early Stage of Exclusion
36081146300,MHI - Stable or Early Stage of Exclusion
36081146700,MHI - Ongoing Exclusion
36081147100,MHI - Stable or Early Stage of Exclusion
36081147900,MHI - Stable or Early Stage of Exclusion
36081148300,MHI - Advanced Gentrification
36081150701,MHI - Ongoing Exclusion
36081150702,MHI - Stable or Early Stage of Exclusion
36081152901,MHI - Ongoing Exclusion
36081152902,MHI - Advanced Gentrification
36081155101,MHI - Ongoing Exclusion
36081155102,MHI - Stable or Early Stage of Exclusion
36081156700,MHI - Stable or Early Stage of Exclusion
36081157101,MHI - Stable or Early Stage of Exclusion
36081157102,MHI - Stable or Early Stage of Exclusion
36081157901,MHI - Ongoing Exclusion
36081157902,MHI - Advanced Gentrification
36081157903,MHI - Stable or Early Stage of Exclusion
36081161700,MHI - Stable or Early Stage of Exclusion
36081162100,MHI - Stable or Early Stage of Exclusion
36085000300,MHI - Stable or Early Stage of Exclusion
36085000600,LI - Not Losing Low-Income Households
36085000700,LI - At Risk of Gentrification
36085000800,MHI - Ongoing Exclusion
36085000900,LI - Ongoing Displacement of Low-Income Households
36085001100,LI - Ongoing Displacement of Low-Income Households
36085001700,LI - Not Losing Low-Income Households
36085001800,MHI - Advanced Gentrification
36085002001,MHI - Ongoing Exclusion
36085002002,MHI - Ongoing Exclusion
36085002100,LI - Not Losing Low-Income Households
36085002700,LI - Not Losing Low-Income Households
36085002900,LI - At Risk of Gentrification
36085003300,MHI - Stable or Early Stage of Exclusion
36085003600,MHI - Stable or Early Stage of Exclusion
36085003900,MHI - Ongoing Exclusion
36085004000,LI - At Risk of Gentrification
36085004700,MHI - Ongoing Exclusion
36085005000,MHI - Stable or Early Stage of Exclusion
36085005900,MHI - Stable or Early Stage of Exclusion
36085006400,LI - Ongoing Displacement of Low-Income Households
36085006700,MHI - Ongoing Exclusion
36085007000,MHI - Stable or Early Stage of Exclusion
36085007400,MHI - Ongoing Exclusion
36085007500,LI - Not Losing Low-Income Households
36085007700,LI - At Risk of Gentrification
36085008100,LI - At Risk of Gentrification
36085009601,MHI - Ongoing Exclusion
36085009602,MHI - Ongoing Exclusion
36085009700,MHI - Advanced Exclusion
36085010500,MHI - Stable or Early Stage of Exclusion
36085011201,MHI - Advanced Gentrification
36085011202,MHI - Stable or Early Stage of Exclusion
36085011401,LI - Not Losing Low-Income Households
36085011402,MHI - Ongoing Exclusion
36085012100,MHI - Advanced Gentrification
36085012200,MHI - Ongoing Exclusion
36085012500,MHI - Advanced Gentrification
36085012804,MHI - Stable or Early Stage of Exclusion
36085012805,MHI - Stable or Early Stage of Exclusion
36085012806,LI - Not Losing Low-Income Households
36085013201,MHI - Ongoing Exclusion
36085013203,MHI - Ongoing Exclusion
36085013204,MHI - Stable or Early Stage of Exclusion
36085013301,LI - At Risk of Gentrification
36085013302,LI - Not Losing Low-Income Households
36085013400,MHI - Stable or Early Stage of Exclusion
36085013800,MHI - Stable or Early Stage of Exclusion
36085014100,MHI - Ongoing Exclusion
36085014604,MHI - Stable or Early Stage of Exclusion
36085014605,MHI - Stable or Early Stage of Exclusion
36085014606,MHI - Stable or Early Stage of Exclusion
36085014607,MHI - Stable or Early Stage of Exclusion
36085014608,MHI - Stable or Early Stage of Exclusion
36085014700,MHI - Ongoing Exclusion
36085015100,MHI - Advanced Exclusion
36085015400,Missing Data
36085015601,MHI - Ongoing Exclusion
36085015602,MHI - Stable or Early Stage of Exclusion
36085015603,MHI - Stable or Early Stage of Exclusion
36085016901,MHI - Stable or Early Stage of Exclusion
36085017005,MHI - Stable or Early Stage of Exclusion
36085017007,MHI - Stable or Early Stage of Exclusion
36085017008,MHI - Stable or Early Stage of Exclusion
36085017009,MHI - Stable or Early Stage of Exclusion
36085017010,MHI - Stable or Early Stage of Exclusion
36085017011,MHI - Stable or Early Stage of Exclusion
36085017012,MHI - Stable or Early Stage of Exclusion
36085017300,LI - Not Losing Low-Income Households
36085017600,MHI - Stable or Early Stage of Exclusion
36085017700,MHI - Stable or Early Stage of Exclusion
36085018100,MHI - Ongoing Exclusion
36085018701,MHI - Stable or Early Stage of Exclusion
36085018702,MHI - Stable or Early Stage of Exclusion
36085018901,MHI - Stable or Early Stage of Exclusion
36085018902,MHI - Stable or Early Stage of Exclusion
36085019700,MHI - Ongoing Exclusion
36085019800,MHI - Stable or Early Stage of Exclusion
36085020100,MHI - Stable or Early Stage of Exclusion
36085020700,LI - Not Losing Low-Income Households
36085020801,MHI - Stable or Early Stage of Exclusion
36085020803,MHI - Stable or Early Stage of Exclusion
36085020804,MHI - Stable or Early Stage of Exclusion
36085021300,MHI - Stable or Early Stage of Exclusion
36085022300,MHI - Advanced Gentrification
36085022600,MHI - Advanced Gentrification
36085022800,Missing Data
36085023100,MHI - Stable or Early Stage of Exclusion
36085023900,MHI - Stable or Early Stage of Exclusion
36085024401,MHI - Stable or Early Stage of Exclusion
36085024402,MHI - Stable or Early Stage of Exclusion
36085024700,MHI - Stable or Early Stage of Exclusion
36085024800,MHI - Stable or Early Stage of Exclusion
36085025100,MHI - Advanced Exclusion
36085027301,MHI - Stable or Early Stage of Exclusion
36085027302,MHI - Stable or Early Stage of Exclusion
36085027702,MHI - Stable or Early Stage of Exclusion
36085027704,MHI - Ongoing Exclusion
36085027705,MHI - Stable or Early Stage of Exclusion
36085027706,MHI - Stable or Early Stage of Exclusion
36085027900,MHI - Stable or Early Stage of Exclusion
36085029102,MHI - Advanced Gentrification
36085029103,MHI - Ongoing Exclusion
36085029104,MHI - Ongoing Exclusion
36085030301,MHI - Stable or Early Stage of Exclusion
36085030302,MHI - Ongoing Exclusion
36085031901,LI - Ongoing Gentrification
36085031902,LI - At Risk of Gentrification
36085032300,MHI - Stable or Early Stage of Exclusion
36085990100,Missing Data
36087010101,MHI - Stable or Early Stage of Exclusion
36087010102,MHI - Stable or Early Stage of Exclusion
36087010200,MHI - Stable or Early Stage of Exclusion
36087010501,MHI - Advanced Gentrification
36087010502,MHI - Stable or Early Stage of Exclusion
36087010503,VHI - Super Gentrification or Exclusion
36087010601,MHI - Stable or Early Stage of Exclusion
36087010602,LI - Ongoing Displacement of Low-Income Households
36087010701,MHI - Stable or Early Stage of Exclusion
36087010702,LI - At Risk of Gentrification
36087010703,MHI - Stable or Early Stage of Exclusion
36087010801,VHI - Super Gentrification or Exclusion
36087010802,MHI - Stable or Early Stage of Exclusion
36087010803,MHI - Stable or Early Stage of Exclusion
